address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number
295 BROADWAY,Brooklyn,BK,3388490,2460,27,3/14/14 0:00,VACATE,35090674X,031414CNELA01
295 BROADWAY,Brooklyn,BK,3388490,2460,27,4/30/14 0:00,VACATE,35080991K,031414CNELA01
295 MESEROLE STREET,Brooklyn,BK,3071036,3047,38,1/11/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
296 LEGION STREET,Brooklyn,BK,3081848,3567,1,8/16/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
296 LEGION STREET,Brooklyn,BK,3081848,3567,1,3/29/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
2997 WESTCHESTER AVENUE,Bronx,BX,2046594,4194,60,7/21/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
300 AUDUBON AVENUE,Manhattan,MN,1063639,2153,80,2/6/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
300 AUDUBON AVENUE,Manhattan,MN,1063639,2153,80,7/17/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
300 AUDUBON AVENUE,Manhattan,MN,1063639,2153,80,3/10/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136914R,031017CERLP01
300 MALCOLM X BOULEVARD,Brooklyn,BK,3047157,1676,40,6/19/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35136736N,061915PANEAC03
300 MALCOLM X BOULEVARD,Brooklyn,BK,3047157,1676,40,6/11/16 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35180561Z,061016CNEMR02
300 WEST 116 STREET,Manhattan,MN,1055855,1848,53,5/13/17 0:00,PLEASE SEE COMPLAINT NUMBER,,
300 WEST 116 STREET,Manhattan,MN,1055855,1848,53,4/8/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
300 WEST 116 STREET,Manhattan,MN,1055855,1848,53,5/13/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35244162L,051317PANEMR01;02
300 WEST 116 STREET,Manhattan,MN,1055855,1848,53,5/13/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35244161J,051317PANEMR01;02
300 WEST 155 STREET,Manhattan,MN,1060901,2047,36,4/9/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
301 WEST 39 STREET,Manhattan,MN,1013686,763,34,9/8/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
301 WEST 39 STREET,Manhattan,MN,1013686,763,34,7/12/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
301 WYCKOFF AVENUE,Brooklyn,BK,3076382,3338,8,5/19/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
302 BROOME STREET,Manhattan,MN,1066637,419,7501,4/10/17 0:00,PLEASE SEE COMPLAINT NUMBER,,
302 BROOME STREET,Manhattan,MN,1066637,419,7501,12/3/16 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35160805H,120316CERLP03
302 BROOME STREET,Manhattan,MN,1066637,419,7501,2/2/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000160R,020213CERFC01
302 BROOME STREET,Manhattan,MN,1066637,419,7501,12/3/16 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35160804X,120316CERLP04
302 BROOME STREET,Manhattan,MN,1066637,419,7501,12/3/16 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35160805H,120316CERLP04
302 BROOME STREET,Manhattan,MN,1066637,419,7501,8/23/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
302 BROOME STREET,Manhattan,MN,1066637,419,7501,4/9/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
302 BROOME STREET,Manhattan,MN,1066637,419,7501,12/3/16 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35160804X,120316CERLP03
302 IRVING AVENUE,Brooklyn,BK,3076148,3326,40,6/8/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34940134R,
3038 ATLANTIC AVENUE,Brooklyn,BK,3088399,3972,22,3/14/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
304 LENOX AVENUE,Manhattan,MN,1053494,1723,1,5/13/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3048 FENTON AVENUE,Bronx,BX,2093642,4762,71,8/8/15 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35137452X,080815CNEAC01
3058 FENTON AVENUE,Bronx,BX,2061790,4762,64,6/21/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3060 BOSTON ROAD,Bronx,BX,2095058,4579,23,8/11/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34952069H,081012CERDM01
308 FRONT STREET,Staten Island,SI,5013185,489,25,2/28/16 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35168588R,022816CNEMR01
308 HOOPER STREET,Brooklyn,BK,3063626,2464,34,12/14/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
308 HOOPER STREET,Brooklyn,BK,3063626,2464,34,8/9/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
308 HOOPER STREET,Brooklyn,BK,3063626,2464,34,2/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
308 HOOPER STREET,Brooklyn,BK,3063626,2464,34,3/29/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
309 AMSTERDAM AVENUE,Manhattan,MN,1030050,1146,4,10/18/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3093 FULTON STREET,Brooklyn,BK,3087734,3945,4,9/7/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
311 EAST 170 STREET,Bronx,BX,2007250,2784,35,5/8/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
313 39 STREET,Brooklyn,BK,3010435,704,66,2/7/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081019P,020714PANEJM02
313 39 STREET,Brooklyn,BK,3010435,704,66,8/22/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35103387N,082314CERR02
313 39 STREET,Brooklyn,BK,3010435,704,66,9/26/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161193K,092615CNERWS07
313 39 STREET,Brooklyn,BK,3010435,704,66,2/7/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081018N,02072014CNEJM01
313 39 STREET,Brooklyn,BK,3010435,704,66,3/22/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3133 EAST TREMONT AVENUE,Bronx,BX,2073699,5356,6,3/8/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
314 39 STREET,Brooklyn,BK,3010469,708,11,3/22/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
314 39 STREET,Brooklyn,BK,3010469,708,11,9/29/12 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34995233K,
315 93 STREET,Brooklyn,BK,3155132,6103,61,9/21/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34951861R,092212PANEDG01
315 93 STREET,Brooklyn,BK,3155132,6103,61,4/26/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
315 93 STREET,Brooklyn,BK,3155132,6103,61,9/22/12 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34951862Z,092212PANEDG03
315 93 STREET,Brooklyn,BK,3155132,6103,61,9/21/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34951860P,092212PANEDG01
3155 BROADWAY,Manhattan,MN,1059855,1993,86,11/15/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3160 FULTON STREET,Brooklyn,BK,3092613,4137,122,12/21/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3160 FULTON STREET,Brooklyn,BK,3092613,4137,122,3/11/16 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35168787J,031116CNEJM01
3160 FULTON STREET,Brooklyn,BK,3092613,4137,122,9/7/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3160 FULTON STREET,Brooklyn,BK,3092613,4137,122,2/4/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,8/15/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,1/31/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,3/11/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168789N,031116CNEJM02
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,3/15/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,2/4/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,12/21/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,3/11/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168788L,031116CNEJM03
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,3/11/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168789N,031116CNEJM03
3162 FULTON STREET,Brooklyn,BK,3092589,4137,23,3/11/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168788L,031116CNEJM02
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,5/15/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35179674R,051416CNETE01
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,3/8/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,37995198Y,
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,5/15/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35179673P,051415PANETV02
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,5/15/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35179674R,051415PANETV02
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,3/8/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000191J,
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,5/15/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35179673P,051416CNETE01
3168 EAST TREMONT AVENUE,Bronx,BX,2073600,5350,62,12/4/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3175 FULTON STREET,Brooklyn,BK,3327211,4126,1,1/31/14 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35081094P,013114CERFC03
3175 FULTON STREET,Brooklyn,BK,3327211,4126,1,9/7/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35025365L,
3175 FULTON STREET,Brooklyn,BK,3327211,4126,1,9/7/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35025364J,
3175 FULTON STREET,Brooklyn,BK,3327211,4126,1,3/30/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35010703N,
3175 FULTON STREET,Brooklyn,BK,3327211,4126,1,7/6/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955416R,
32 CLIFF STREET,Manhattan,MN,1001170,75,46,11/10/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32 CLIFF STREET,Manhattan,MN,1001170,75,46,2/10/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32 MULBERRY STREET,Manhattan,MN,1001806,164,2,1/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32 MULBERRY STREET,Manhattan,MN,1001806,164,2,4/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-03 BROADWAY,Queens,QN,4008406,614,8,1/21/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-03 BROADWAY,Queens,QN,4008406,614,8,3/7/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081411J,
32-10 37 AVENUE,Queens,QN,4004544,374,20,5/21/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-10 37 AVENUE,Queens,QN,4004544,374,20,10/8/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-10 37 AVENUE,Queens,QN,4004544,374,20,6/24/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-10 37 AVENUE,Queens,QN,4004544,374,20,3/4/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-17 COLLEGE POINT BOULEVARD,Queens,QN,4111862,4943,1,9/17/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-17 STEINWAY STREET,Queens,QN,4011015,676,40,5/18/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,7/14/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,4/19/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117967R,041915PANEMR01
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,6/6/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,4/19/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126806K,041915CNEDG01
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,6/7/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,4/19/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117967R,041915CNEDG01
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,4/19/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126806K,041915PANEMR01
3202 EMMONS AVENUE,Brooklyn,BK,3255299,8815,525,6/6/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
321 1 AVENUE,Manhattan,MN,1078808,924,34,6/11/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
321 FIRST AVENUE,Manhattan,MN,1078808,924,34,12/5/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
321 LENOX AVENUE,Manhattan,MN,1057863,1911,29,1/5/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000259R,
322 EAST 14 STREET,Manhattan,MN,1006514,455,18,4/11/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35091181M,041214CERFC01
322 EAST 14 STREET,Manhattan,MN,1006514,455,18,8/18/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3220 FULTON STREET,Brooklyn,BK,3092650,4141,18,7/6/12 0:00,VACATE,34955417Z,
3220 FULTON STREET,Brooklyn,BK,3092650,4141,18,7/6/12 0:00,VACATE,34955418K,
3229 WESTCHESTER AVENUE,Bronx,BX,2047677,4247,1,12/20/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
323 COLUMBIA STREET,Brooklyn,BK,3005181,363,2,7/18/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
323 COLUMBIA STREET,Brooklyn,BK,3005181,363,2,3/28/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3233 EAST TREMONT AVENUE,Bronx,BX,2096033,5331,7,6/25/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
325 FRANKLIN AVENUE,Brooklyn,BK,3055808,1954,4,10/20/12 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000476N,102012PANEDR01
33-02 QUEENS BOULEVARD,Queens,QN,4003437,247,30,12/18/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
33-02 QUEENS BOULEVARD,Queens,QN,4003437,247,30,3/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
33-04 BROADWAY,Queens,QN,4008765,621,34,2/2/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000399Z,020113CNEMR01
33-04 BROADWAY,Queens,QN,4008765,621,34,2/1/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000477P,02012013PANEDR01
33-12 QUEENS BOULEVARD,Queens,QN,4003437,247,30,3/6/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3304 BROADWAY,Queens,QN,4008765,621,34,5/18/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
332 9 AVENUE,Manhattan,MN,1013464,753,1,4/5/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3320 MERRITT AVENUE,Bronx,BX,2811969,5250,46,7/21/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
334 EAST GUNHILL ROAD,Bronx,BX,2018503,3352,39,12/11/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
334 MENAHAN STREET,Brooklyn,BK,3338489,3319,30,6/8/12 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,34940218Y,
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,12/20/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161413N,122014CNEDG01
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,12/5/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168250J,120515CERFC02
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,12/5/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168251L,120515CERFC02
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,12/5/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168251L,120515CERFC01
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,12/5/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168250J,120515CERFC01
337 EAST 48 STREET,Brooklyn,BK,3101357,4654,34,7/19/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3379 BROADWAY,Manhattan,MN,1059964,2002,50,6/6/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3379 BROADWAY,Manhattan,MN,1059964,2002,50,6/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3379 BROADWAY,Manhattan,MN,1059964,2002,50,10/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3379 BROADWAY,Manhattan,MN,1059964,2002,50,12/13/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3392 EAST TREMONT AVENUE,Bronx,BX,2072585,5306,30,3/8/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3392 EAST TREMONT AVENUE,Bronx,BX,2072585,5306,30,6/4/15 0:00,PLEASE SEE COMPLAINT NUMBER,,
3398 BOSTON ROAD,Bronx,BX,2060527,4734,6,2/22/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35011002P,
3398 BOSTON ROAD,Bronx,BX,2060527,4734,6,5/17/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3398 BOSTON ROAD,Bronx,BX,2060527,4734,6,2/22/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35011003R,
34 VANDAM STREET,Manhattan,MN,1007817,505,1,9/29/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
34 WEST 32 STREET,Manhattan,MN,1015832,833,63,3/7/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006181N,
34-19 31 STREET,Queens,QN,4008157,608,20,6/25/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
340 WALTON AVENUE,Bronx,BX,2001031,2345,5,9/17/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35197296H,091716PAERDM02
3405 3 AVENUE,Bronx,BX,2117399,2371,50,4/30/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3405 3 AVENUE,Bronx,BX,2117399,2371,50,8/10/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3405 3 AVENUE,Bronx,BX,2117399,2371,50,10/27/12 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34995105X,102712CNETZ01
341 AVENUE U,Brooklyn,BK,3191545,7104,258,7/20/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
341 LENOX AVENUE,Manhattan,MN,1057908,1912,30,4/10/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,4/26/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,9/22/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030504Z,
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,9/22/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35029601M,
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,4/22/15 0:00,PLEASE SEE COMPLAINT NUMBER,,
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,9/29/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,5/18/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,1/30/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117982P,013015CNEJM01
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,1/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3412 FULTON STREET,Brooklyn,BK,3092914,4149,26,9/7/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3419 STEINWAY STREET,Queens,QN,4430185,673,16,6/9/17 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35245449N,031017PAERR01
3424 BROADWAY,Manhattan,MN,1061726,2071,1,6/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3441 JEROME AVENUE,Bronx,BX,2017715,3324,160,12/11/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3454 BROADWAY,Manhattan,MN,1061776,2072,64,12/13/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3454 BROADWAY,Manhattan,MN,1061776,2072,64,10/4/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
347 BROADWAY,Brooklyn,BK,3063596,2462,24,9/18/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
347 BROADWAY,Brooklyn,BK,3063596,2462,24,3/12/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
347 BROADWAY,Brooklyn,BK,3063596,2462,24,3/29/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
347 BROADWAY,Brooklyn,BK,3063596,2462,24,10/12/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
348 WEST 52 STREET,Manhattan,MN,1025216,1042,51,5/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3489 JEROME AVENUE,Bronx,BX,2017712,3324,146,6/16/17 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35244513Y,061617CNESC03
349 BROADWAY,Brooklyn,BK,3063595,2462,23,10/1/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,12/13/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35096649L,121314PANELC01/02
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,12/13/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117700H,121314PANELC01/02
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,6/8/14 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095706Y,060814CNEAC01
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,2/2/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000480X,020213PANEDR01
35-66 95 STREET,Queens,QN,4036171,1468,36,10/6/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065311M,
35-66 95 STREET,Queens,QN,4036171,1468,36,10/6/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065310K,
350 5 AVENUE,Brooklyn,BK,3021057,981,111,9/8/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
350 EAST 85 STREET,Manhattan,MN,1049969,1547,31,9/22/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955599Z,092112CERAC01
350 MESEROLE STREET,Brooklyn,BK,3071191,3056,35,3/11/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
350 PORT RICHMOND AVENUE,Staten Island,SI,5025698,1091,32,3/29/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34985274H,
351 WEST 16 STREET,Manhattan,MN,1088885,740,7502,2/7/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
3534 BROADWAY,Manhattan,MN,1061922,2076,61,12/13/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
354 BOWERY,Manhattan,MN,1008519,531,7503,12/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,10/24/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126923J,102415CERMT02
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,10/24/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126922H,102415CERMT01
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,10/24/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126923J,102415CERMT01
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,10/24/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126922H,102415CERMT02
354 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,1/19/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081278J,011914PANEAC02
